subsample,model_id,timing_mode,checkpoint_id,revision_target_id,n_forecasts,RMSE,MAE,bias,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,relative_RMSFE,DM_test_vs_ar_normal_approx
full_sample,ar,exact,pre_advance,DELTA_SA,1,0.0053337952089402,0.0053337952089402,-0.0053337952089402,1.0,1.0,0.0,,,,1.0,1.0
full_sample,ar,exact,pre_second,DELTA_TS,1,0.0247637723101328,0.0247637723101328,-0.0247637723101328,1.0,1.0,0.0,,,,1.0,1.0
full_sample,ar,exact,pre_third,DELTA_MT,1,0.9346469452895664,0.9346469452895664,0.9346469452895664,0.0,1.0,0.0,,,,1.0,1.0
full_sample,ar,pseudo,pre_advance,DELTA_SA,1,0.0053337952089402,0.0053337952089402,-0.0053337952089402,1.0,1.0,0.0,,,,1.0,1.0
full_sample,ar,pseudo,pre_second,DELTA_TS,1,0.0247637723101328,0.0247637723101328,-0.0247637723101328,1.0,1.0,0.0,,,,1.0,1.0
full_sample,ar,pseudo,pre_third,DELTA_MT,1,0.9346469452895664,0.9346469452895664,0.9346469452895664,0.0,1.0,0.0,,,,1.0,1.0
full_sample,bridge,exact,pre_advance,DELTA_SA,1,0.013118587007399,0.013118587007399,-0.013118587007399,1.0,1.0,0.0,,,,2.4595220651536045,
full_sample,bridge,exact,pre_second,DELTA_TS,1,0.0276941625301523,0.0276941625301523,0.0276941625301523,1.0,1.0,0.0,,,,1.1183337572046907,
full_sample,bridge,exact,pre_third,DELTA_MT,1,0.7274976639003956,0.7274976639003956,0.7274976639003956,0.0,1.0,0.0,,,,0.7783662778408877,
full_sample,bridge,pseudo,pre_advance,DELTA_SA,1,0.0163715183882664,0.0163715183882664,-0.0163715183882664,1.0,1.0,0.0,,,,3.069393883144483,
full_sample,bridge,pseudo,pre_second,DELTA_TS,1,0.0224134277446927,0.0224134277446927,0.0224134277446927,1.0,1.0,0.0,,,,0.9050893968816539,
full_sample,bridge,pseudo,pre_third,DELTA_MT,1,0.7330964487906027,0.7330964487906027,0.7330964487906027,0.0,1.0,0.0,,,,0.7843565449876685,
full_sample,indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,1,0.0939000000000001,0.0939000000000001,-0.0939000000000001,0.0,0.0,1.0,0.1727800438010394,0.1727800438010394,0.1727800438010394,17.604725401269686,
full_sample,indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,1,0.1044,0.1044,-0.1044,0.0,0.0,1.0,0.1729871851747424,0.1729871851747424,0.1729871851747424,4.215835886896835,
full_sample,indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,1,0.5985,0.5985,0.5985,0.0,0.0,1.0,0.173033393687359,0.173033393687359,0.173033393687359,0.6403487466752236,
full_sample,indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,1,0.0939000000000001,0.0939000000000001,-0.0939000000000001,0.0,0.0,1.0,0.1727771868911877,0.1727771868911877,0.1727771868911877,17.604725401269686,
full_sample,indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,1,0.1044,0.1044,-0.1044,0.0,0.0,1.0,0.1729879253401704,0.1729879253401704,0.1729879253401704,4.215835886896835,
full_sample,indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,1,0.5985,0.5985,0.5985,0.0,0.0,1.0,0.1730339833812617,0.1730339833812617,0.1730339833812617,0.6403487466752236,
full_sample,joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,1,0.0008502851449154,0.0008502851449154,0.0008502851449154,1.0,0.0,1.0,0.1716929710190103,0.1716929710190103,0.1716929710190103,0.15941465909493507,
full_sample,joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,1,0.10386857895557,0.10386857895557,-0.10386857895557,1.0,0.0,1.0,0.1719064299845072,0.1719064299845072,0.1719064299845072,4.194376270899132,
full_sample,joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,1,0.6603439227953802,0.6603439227953802,0.6603439227953802,0.0,0.0,1.0,0.1719507739555678,0.1719507739555678,0.1719507739555678,0.706516964639302,
